"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BAJAJHLDNG","EQ","15-May-2018","       2614.40","       2638.80","       2638.80","       2599.95","       2635.00","       2633.80","       2624.07","      15276","            40085322.85","        973","      12168","         79.65"
"BAJAJHLDNG","EQ","16-May-2018","       2633.80","       2620.85","       2648.60","       2572.05","       2635.00","       2635.10","       2613.41","       3006","             7855906.50","        729","       1707","         56.79"
"BAJAJHLDNG","EQ","17-May-2018","       2635.10","       2612.85","       2756.00","       2605.50","       2717.90","       2730.35","       2715.11","      14209","            38578987.00","       2003","       6072","         42.73"
"BAJAJHLDNG","EQ","18-May-2018","       2730.35","       2730.35","       2849.95","       2725.00","       2752.10","       2762.30","       2800.98","      59428","           166456450.15","      10015","      17840","         30.02"
"BAJAJHLDNG","EQ","21-May-2018","       2762.30","       2762.05","       2763.70","       2690.00","       2710.00","       2721.55","       2712.04","       7388","            20036524.15","       1408","       4158","         56.28"
"BAJAJHLDNG","EQ","22-May-2018","       2721.55","       2710.00","       2920.00","       2710.00","       2865.00","       2875.00","       2857.43","     763720","          2182280035.95","       6431","     726050","         95.07"
"BAJAJHLDNG","EQ","23-May-2018","       2875.00","       2852.55","       2920.20","       2783.60","       2860.00","       2861.80","       2894.76","     295868","           856467080.40","       3892","     278036","         93.97"
"BAJAJHLDNG","EQ","24-May-2018","       2861.80","       2831.15","       2858.60","       2758.75","       2780.00","       2773.80","       2792.83","       9693","            27070881.40","       1518","       3871","         39.94"
"BAJAJHLDNG","EQ","25-May-2018","       2773.80","       2780.00","       2848.00","       2771.20","       2791.00","       2795.30","       2807.05","      10367","            29100729.20","       1779","       3500","         33.76"
"BAJAJHLDNG","EQ","28-May-2018","       2795.30","       2791.05","       2840.00","       2780.00","       2785.05","       2790.20","       2802.28","       7047","            19747674.15","       1122","       3699","         52.49"
"BAJAJHLDNG","EQ","29-May-2018","       2790.20","       2811.80","       2811.80","       2755.00","       2770.00","       2766.05","       2777.83","       3554","             9872406.30","        967","       1655","         46.57"
"BAJAJHLDNG","EQ","30-May-2018","       2766.05","       2750.10","       2824.80","       2730.05","       2762.00","       2763.75","       2782.70","      10298","            28656267.60","       1841","       4000","         38.84"
